URL,Price,Component_Type,_Best Seller Ranking,Model_Brand,Model_Processors Type,Model_Series,Model_Name,Model_Model,Details_CPU Socket TypeCPU Socket Type,Details_Core NameCore Name,Details_# of Cores# of Cores,Details_# of Threads# of Threads,Details_Operating FrequencyOperating Frequency,Details_Max Turbo FrequencyMax Turbo Frequency,Details_L1 CacheL1 Cache,Details_L2 CacheL2 Cache,Details_L3 CacheL3 Cache,Details_Manufacturing TechManufacturing Tech,Details_Instruction SetInstruction Set,Details_Memory Types,Details_Memory Channel,Details_Max Memory Size,Details_Integrated Graphics,Details_Graphics Base Frequency,Details_PCI Express RevisionPCI Express Revision,Details_Max Number of PCI Express LanesMax Number of PCI Express Lanes,Details_Thermal Design PowerThermal Design Power,Details_Cooling Device,Details_Compatible Desktop Chipsets,Details_Operating System Supported,Details_Advanced Technologies,Additional Information_Date First Available,Details_Max Turbo Power,Details_Hyper-Threading SupportHyper-Threading Support,Details_ECC Memory,Details_Max Memory Bandwidth,Details_Virtualization Technology SupportVirtualization Technology Support,Details_Graphics Max Dynamic Frequency,Details_Scalability,Details_PCI Express ConfigurationsPCI Express Configurations,Details_Security & Reliability,Details_Multimedia Instruction,Details_AI Features,CPU Socket Type_CPU Socket Type,Details_Core Name,Details_Multi-Core,Details_Operating Frequency,Details_L3 Cache,Details_Manufacturing Tech,Details_64-Bit Support64-Bit Support,Details_Hyper-Threading Support,Details_Virtualization Technology Support,Details_Thermal Design Power,Details_CPU Socket Type,Details_# of Cores,Details_# of Threads,Details_Max Turbo Frequency,Details_L2 Cache,Details_Instruction Set,Details_PCI Express Revision,Details_Max Number of PCI Express Lanes
https://www.newegg.com/intel-core-ultra-7-265k-arrow-lake-lga-1851-processor/p/N82E16819118506,299,CPU,#10 in Desktop CPU Processor,Intel,Desktop,Core Ultra 7 (Series 2),Core Ultra 7 265K,BX80768265K,LGA 1851,Arrow Lake,20-Core (8P+12E),20-Threads,,Intel Turbo Boost Max Technology 3.0 Frequency: Up to 5.5 GHz P-core Max Turbo Frequency: Up to 5.4 GHz E-core Max Turbo Frequency: Up to 4.6 GHz,,36MB,30MB,,64-Bit,DDR5 5200 / DDR5 5600 / DDR5 6000 / DDR5 6400 / DDR5 7600 / DDR5 8200 / DDR5 8400 / DDR5 8600 / DDR5 8800 / DDR5 9000 / DDR5 9200 / DDR5 9600,2,192 GB,Intel Graphics,,5.0 / 4.0,24,125W,Cooling device not included - Processor Only,,,,"October 10, 2024",250W,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.newegg.com/amd-ryzen-9-9900x-ryzen-9-9000-series-granite-ridge-socket-am5-processor/p/N82E16819113842,377,CPU,#9 in Desktop CPU Processor,AMD,Desktop,Ryzen 9 9000 Series,Ryzen 9 9900X,100-100000662WOF,Socket AM5,Granite Ridge,12-Core,24-Threads,4.4 GHz,Up to 5.6 GHz,768KB,12MB,64MB,Zen 5 TSMC 4nm FinFET,64-Bit,DDR5 5600,2,192 GB,AMD Radeon Graphics,2200 MHz,5.0,24/28 (Usable/Total),120W,Cooling device not included - Processor Only,AMD A620 / AMD B650 / AMD B650E / AMD B850 / AMD X670 / AMD X670E / AMD X870 / AMD X870E,RHEL / Ubuntu / Windows 10 / Windows 11,"AMD EXPO Technology, AMD Ryzen Technologies","August 15, 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.newegg.com/intel-core-ultra-7-265kf-arrow-lake-lga-1851-processor/p/N82E16819118507,299,CPU,#23 in Desktop CPU Processor,Intel,Desktop,Core Ultra 7 (Series 2),Core Ultra 7 265KF,BX80768265KF,LGA 1851,Arrow Lake,20-Core (8P+12E),20-Threads,,Intel Turbo Boost Max Technology 3.0 Frequency: Up to 5.5 GHz P-core Max Turbo Frequency: Up to 5.4 GHz E-core Max Turbo Frequency: Up to 4.6 GHz,,36MB,30MB,,64-Bit,DDR5 6400,2,192 GB,None Integrated Graphics,,5.0 / 4.0,24,125W,Cooling device not included - Processor Only,,,,"October 10, 2024",250W,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.newegg.com/amd-ryzen-7-9700x-ryzen-7-9000-series-granite-ridge-socket-am5-processor/p/N82E16819113843,309,CPU,#6 in Desktop CPU Processor,AMD,Desktop,Ryzen 7 9000 Series,Ryzen 7 9700X,100-100001404WOF,Socket AM5,Granite Ridge,8-Core,16-Threads,3.8 GHz,Up to 5.5 GHz,512KB,8MB,32MB,Zen 5 - TSMC 4nm FinFET,64-Bit,DDR5 5600,2,192 GB,AMD Radeon Graphics,2200 MHz,5.0,24/28 (Usable/Total),65W,Cooling device not included - Processor Only,AMD A620 / AMD B650 / AMD B650E / AMD B850 / AMD X670 / AMD X670E / AMD X870 / AMD X870E,RHEL / Ubuntu / Windows 10 / Windows 11,"AMD EXPO Technology, AMD Ryzen Technologies","August 08, 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.newegg.com/intel-core-ultra-5-245k-arrow-lake-lga-1851-processor/p/N82E16819118508,279,CPU,#64 in Desktop CPU Processor,Intel,Desktop,Core Ultra 5 (Series 2),Core Ultra 5 245K,BX80768245K,LGA 1851,Arrow Lake,14-Core (6P+8E),14-Threads,,P-core Max Turbo Frequency: Up to 5.2 GHz E-core Max Turbo Frequency: Up to 4.6 GHz,,26MB,24MB,,64-Bit,DDR5 6400,2,192 GB,Intel Graphics,,5.0 / 4.0,24,125W,Cooling device not included - Processor Only,,,,"October 10, 2024",159W,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.newegg.com/amd-ryzen-5-9600x-ryzen-5-9000-series-granite-ridge-socket-am5-processor/p/N82E16819113844,207,CPU,#2 in Desktop CPU Processor,AMD,Desktop,Ryzen 5 9000 Series,Ryzen 5 9600X,100-100001405WOF,Socket AM5,Granite Ridge,6-Core,12-Threads,3.9 GHz,Up to 5.4 GHz,384KB,6MB,32MB,Zen 5 - TSMC 4nm FinFET,64-Bit,DDR5 5600,2,192 GB,AMD Radeon Graphics,2200 MHz,5.0,24/28 (Usable/Total),65W,Cooling device not included - Processor Only,AMD A620 / AMD B650 / AMD B650E / AMD B850 / AMD X670 / AMD X670E / AMD X870 / AMD X870E,RHEL / Ubuntu / Windows 10 / Windows 11,"AMD EXPO Technology, AMD Ryzen Technologies","August 08, 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.newegg.com/amd-ryzen-9-9950x3d-ryzen-9-9000-series-granite-ridge-socket-am5-processor/p/N82E16819113884,719,CPU,#4 in Desktop CPU Processor,AMD,Desktop,Ryzen 9 9000 Series,Ryzen 9 9950X3D,100-100000719WOF,Socket AM5,Granite Ridge (Zen 5),16-Core,32-Threads,4.3 GHz,Up to 5.7 GHz,1280KB,16MB,128MB,TSMC 4nm FinFET,64-Bit,Max Memory Speed: - 2x1R DDR5-5600 - 2x2R DDR5-5600 - 4x1R DDR5-3600 - 4x2R DDR5-3600,,192 GB,AMD Radeon Graphics,2200 MHz,5.0,28 Total / 24 Usable,170W,Cooling device not included - Processor Only,AMD A620 / AMD B650 / AMD B650E / AMD B840 / AMD B850 / AMD X670 / AMD X670E / AMD X870 / AMD X870E,"Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","AMD EXPO Technology, AMD Ryzen Technologies","March 12, 2025",,,Yes (Requires mobo support),,,,,,,"AES, AVX512, AVX2, AVX, FMA3, MMX-plus, SSE2, SSE4.2, SSE4A, SSE4.1, SSE3, SSSE3, SSE, x86-64",,,,,,,,,,,,,,,,,,,
https://www.newegg.com/intel-core-i9-14900k-core-i9-14th-gen-raptor-lake-lga-1700-desktop-processor/p/N82E16819118462,439,CPU,#14 in Desktop CPU Processor,Intel,Desktop,Core i9 14th Gen,Core i9-14900K,BX8071514900K,LGA 1700,Raptor Lake,24-Core (8P+16E),32-Threads,Performance-core Base Frequency: 3.2 GHz Efficient-core Base Frequency: 2.4 GHz,Intel Thermal Velocity Boost Frequency: Up to 6.0 GHz Intel Turbo Boost Max Technology 3.0 Frequency: Up to 5.8 GHz P-core Max Turbo Frequency: Up to 5.6 GHz E-core Max Turbo Frequency: Up to 4.4 GHz,,32MB,36MB,Intel 7,64-Bit,DDR4 3200 / DDR5 5600,2,192 GB,Intel UHD Graphics 770,300 MHz,5.0 / 4.0,20,125W,Cooling device not included - Processor Only,Intel H610 / Intel H670 / Intel B660 / Intel Q670 / Intel W680 / Intel Z690 / Intel H770 / Intel B760 / Intel Z790 * BIOS update may be required when used with some old chipset motherboard,"Linux / Windows 10 (22H2, 21H2) / Windows 11 (22H2, 21H2)","Intel Gaussian & Neural Accelerator: 3.0 Intel Thread Director Intel Deep Learning Boost (Intel DL Boost) on CPU Intel Speed Shift Technology Intel Adaptive Boost Technology Intel Thermal Velocity Boost Intel Turbo Boost Max Technology 3.0 Intel Turbo Boost Technology: 2.0 Intel Hyper-Threading Technology Intel 64 Instruction Set: 64-bit Instruction Set Extensions: Intel SSE4.1, Intel SSE4.2, Intel AVX2 Idle States Enhanced Intel SpeedStep Technology Thermal Monitoring Technologies Intel Volume Management Device (VMD)","October 16, 2023",253W,Yes,Supported,89.6 GB/s,Yes,1.65 GHz,1S Only,"Up to 1x16+4, 2x8+4",Intel Standard Manageability (ISM) Intel Control-Flow Enforcement Technology Intel AES New Instructions Secure Key Intel OS Guard Execute Disable Bit Intel Boot Guard Mode-based Execute Control (MBEC) Intel Virtualization Technology (VT-x) Intel Virtualization Technology for Directed I/O (VT-d) Intel VT-x with Extended Page Tables (EPT),,,,,,,,,,,,,,,,,,,,
https://www.newegg.com/amd-ryzen-9-9900x3d-ryzen-9-9000-series-granite-ridge-socket-am5-processor/p/N82E16819113886,599,CPU,#28 in Desktop CPU Processor,AMD,Desktop,Ryzen 9 9000 Series,Ryzen 9 9900X3D,100-100001368WOF,Socket AM5,Granite Ridge (Zen 5),12-Core,24-Threads,4.4 GHz,Up to 5.5 GHz,960KB,12MB,128MB,TSMC 4nm FinFET,64-Bit,Max Memory Speed: - 2x1R DDR5-5600 - 2x2R DDR5-5600 - 4x1R DDR5-3600 - 4x2R DDR5-3600,,192 GB,AMD Radeon Graphics,2200 MHz,5.0,28 Total / 24 Usable,120W,Cooling device not included - Processor Only,AMD A620 / AMD B650 / AMD B650E / AMD B840 / AMD B850 / AMD X670 / AMD X670E / AMD X870 / AMD X870E,"Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","AMD EXPO Technology, AMD Ryzen Technologies","March 12, 2025",,,Yes (Requires mobo support),,,,,,,"AES, AMD-V, AVX512, AVX2, AVX, FMA3, MMX-plus, SHA, SSE2, SSE4.2, SSE4A, SSE4.1, SSE3, SSSE3, SSE, x86-64",,,,,,,,,,,,,,,,,,,
https://www.newegg.com/intel-core-i9-14900kf-core-i9-14th-gen-raptor-lake-lga-1700-processor/p/N82E16819118464,434,CPU,#30 in Desktop CPU Processor,Intel,Desktop,Core i9 14th Gen,Core i9-14900KF,BX8071514900KF,LGA 1700,Raptor Lake,24-Core (8P+16E),32-Threads,Performance-core Base Frequency: 3.2 GHz Efficient-core Base Frequency: 2.4 GHz,Intel Thermal Velocity Boost Frequency: Up to 6.0 GHz Intel Turbo Boost Max Technology 3.0 Frequency: Up to 5.8 GHz P-core Max Turbo Frequency: Up to 5.6 GHz E-core Max Turbo Frequency: Up to 4.4 GHz,,32MB,36MB,Intel 7,64-Bit,DDR4 3200 / DDR5 5600,2,192 GB,None Integrated Graphics,,5.0 / 4.0,20,125W,Cooling device not included - Processor Only,Intel H610 / Intel H670 / Intel B660 / Intel Q670 / Intel W680 / Intel Z690 / Intel H770 / Intel B760 / Intel Z790 * BIOS update may be required when used with some old chipset motherboard,"Linux / Windows 10 (22H2, 21H2) / Windows 11 (22H2, 21H2)","Intel Gaussian & Neural Accelerator: 3.0 Intel Thread Director Intel Deep Learning Boost (Intel DL Boost) on CPU Intel Speed Shift Technology Intel Adaptive Boost Technology Intel Thermal Velocity Boost Intel Turbo Boost Max Technology 3.0 Intel Turbo Boost Technology: 2.0 Intel Hyper-Threading Technology Intel 64 Instruction Set: 64-bit Instruction Set Extensions: Intel SSE4.1, Intel SSE4.2, Intel AVX2 Idle States Enhanced Intel SpeedStep Technology Thermal Monitoring Technologies Intel Volume Management Device (VMD)","October 16, 2023",253W,Yes,,89.6 GB/s,Yes,,1S Only,"Up to 1x16+4, 2x8+4",Intel Standard Manageability (ISM) Intel Control-Flow Enforcement Technology Intel AES New Instructions Secure Key Intel OS Guard Execute Disable Bit Intel Boot Guard Mode-based Execute Control (MBEC) Intel Virtualization Technology (VT-x) Intel Virtualization Technology for Directed I/O (VT-d) Intel VT-x with Extended Page Tables (EPT),,,,,,,,,,,,,,,,,,,,
https://www.newegg.com/amd-ryzen-7-8700f-ryzen-7-8000-series-phoenix-zen-4-socket-am5/p/N82E16819113825,259,CPU,#56 in Desktop CPU Processor,AMD,Desktop,Ryzen 7 8000 Series,Ryzen 7 8700F,100-100001590BOX,Socket AM5,,8-Core,16-Threads,4.1 GHz,Up to 5 GHz,,8MB,16MB,TSMC 4nm FinFET,64-Bit,DDR5 5200,2,256 GB,None Integrated Graphics,,4.0 / 3.0,16/20 (Usable/Total),65W,AMD Wraith Stealth,,"Windows 11 - 64-Bit Edition, Windows 10 - 64-Bit Edition, RHEL x86 64-Bit, Ubuntu x86 64-Bit",AMD Ryzen AI Available when paired with a compatible Radeon graphics card with AI acceleration,"May 14, 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.newegg.com/amd-ryzen-7-8700g-ryzen-7-8000-g-series-phoenix-zen-4-socket-am5/p/N82E16819113811,309,CPU,#46 in Desktop CPU Processor,AMD,Desktop,Ryzen 7 8000-G Series,Ryzen 7 8700G,100-100001236BOX,Socket AM5,,8-Core,16-Threads,4.2 GHz,5.1 GHz,,8MB,16MB,4nm,64-Bit,DDR5 5200,2,256 GB,AMD Radeon 780M,,4.0 / 3.0,,65W,Wraith Spire Cooler,,Windows 11 - 64-Bit Edition Windows 10 - 64-Bit Edition RHEL x86 64-Bit Ubuntu x86 64-Bit *Operating System (OS) support will vary by manufacturer.,,"January 31, 2024",,,,,,2.9 GHz,,,,,Dedicated AI Engine AI-Optimized Radeon Graphics Engine Dedicated AI engine designed for AI processing efficiency,,,,,,,,,,,,,,,,,,
https://www.newegg.com/intel-core-i7-14700kf-core-i7-14th-gen-raptor-lake-lga-1700-desktop-processor/p/N82E16819118468,319,CPU,#25 in Desktop CPU Processor,Intel,Desktop,Core i7 14th Gen,Core i7-14700KF,BX8071514700KF,LGA 1700,Raptor Lake,20-Core (8P+12E),28-Threads,Performance-core Base Frequency: 3.4 GHz Efficient-core Base Frequency: 2.5 GHz,Intel Turbo Boost Max Technology 3.0 Frequency: Up to 5.6 GHz P-core Max Turbo Frequency: Up to 5.5 GHz E-core Max Turbo Frequency: Up to 4.3 GHz,,28MB,33MB,Intel 7,64-Bit,DDR4 3200 / DDR5 5600,2,192 GB,None Integrated Graphics,,5.0 / 4.0,20,125W,Cooling device not included - Processor Only,Intel H610 / Intel H670 / Intel B660 / Intel Q670 / Intel W680 / Intel Z690 / Intel H770 / Intel B760 / Intel Z790 * BIOS update may be required when used with some old chipset motherboard,"Linux / Windows 10 (22H2, 21H2) / Windows 11 (22H2, 21H2)","Intel Gaussian & Neural Accelerator: 3.0 Intel Thread Director Intel Deep Learning Boost (Intel DL Boost) on CPU Intel Speed Shift Technology Intel Turbo Boost Max Technology 3.0 Intel Turbo Boost Technology: 2.0 Intel Hyper-Threading Technology Intel 64 Instruction Set: 64-bit Instruction Set Extensions: Intel SSE4.1, Intel SSE4.2, Intel AVX2 Idle States Enhanced Intel SpeedStep Technology Thermal Monitoring Technologies Intel Volume Management Device (VMD)","October 16, 2023",253W,Yes,,89.6 GB/s,Yes,,1S Only,"Up to 1x16+4, 2x8+4",Intel Standard Manageability (ISM) Intel Control-Flow Enforcement Technology Intel AES New Instructions Secure Key Intel OS Guard Execute Disable Bit Intel Boot Guard Mode-based Execute Control (MBEC) Intel Virtualization Technology (VT-x) Intel Virtualization Technology for Directed I/O (VT-d) Intel VT-x with Extended Page Tables (EPT),,,,,,,,,,,,,,,,,,,,
https://www.newegg.com/intel-core-i5-14600k-core-i5-14th-gen-raptor-lake-lga-1700-desktop-cpu/p/N82E16819118470,192,CPU,#20 in Desktop CPU Processor,Intel,Desktop,Core i5 14th Gen,Core i5-14600K,BX8071514600K,LGA 1700,Raptor Lake,14-Core (6P+8E),20-Threads,Performance-core Base Frequency: 3.5 GHz Efficient-core Base Frequency: 2.6 GHz,P-core Max Turbo Frequency: Up to 5.3 GHz E-core Max Turbo Frequency: Up to 4.0 GHz,,20MB,24MB,Intel 7,64-Bit,DDR4 3200 / DDR5 5600,2,192 GB,Intel UHD Graphics 770,300 MHz,5.0 / 4.0,20,125W,Cooling device not included - Processor Only,Intel H610 / Intel H670 / Intel B660 / Intel Q670 / Intel W680 / Intel Z690 / Intel H770 / Intel B760 / Intel Z790 * BIOS update may be required when used with some old chipset motherboard,"Linux / Windows 10 (22H2, 21H2) / Windows 11 (22H2, 21H2)","Intel Gaussian & Neural Accelerator: 3.0 Intel Thread Director Intel Deep Learning Boost (Intel DL Boost) on CPU Intel Speed Shift Technology Intel Turbo Boost Technology: 2.0 Intel Hyper-Threading Technology Intel 64 Instruction Set: 64-bit Instruction Set Extensions: Intel SSE4.1, Intel SSE4.2, Intel AVX2 Idle States Enhanced Intel SpeedStep Technology Thermal Monitoring Technologies Intel Volume Management Device (VMD)","October 16, 2023",181W,Yes,Supported,89.6 GB/s,Yes,1.55 GHz,1S Only,"Up to 1x16+4, 2x8+4",Intel Standard Manageability (ISM) Intel Control-Flow Enforcement Technology Intel AES New Instructions Secure Key Intel OS Guard Execute Disable Bit Intel Boot Guard Mode-based Execute Control (MBEC) Intel Virtualization Technology (VT-x) Intel Virtualization Technology for Directed I/O (VT-d) Intel VT-x with Extended Page Tables (EPT),,,,,,,,,,,,,,,,,,,,
https://www.newegg.com/intel-core-i7-720qm-socket-g1/p/N82E16819111015,484,CPU,,Intel,,Core i7,Core i7-720QM,BX80607I7720QM,,,,,,,,,,,,,,,,,,,,,,,,"July 06, 2017",,,,,,,,,,,,Socket G1,Clarksfield,Quad-Core,1.6 GHz,6MB,45 nm,Yes,Yes,Yes,45W,,,,,,,,
https://www.newegg.com/amd-ryzen-5-8400f-ryzen-5-8000-series-phoenix-zen-4-socket-am5/p/N82E16819113826,148,CPU,#75 in Desktop CPU Processor,AMD,Desktop,Ryzen 5 8000 Series,Ryzen 5 8400F,100-100001591BOX,Socket AM5,,6-Core,12-Threads,4.2 GHz,Up to 4.7 GHz,,6MB,16MB,TSMC 4nm FinFET,64-Bit,DDR5 5200,2,256 GB,None Integrated Graphics,,4.0 / 3.0,16/20 (Usable/Total),65W,AMD Wraith Stealth,,"Windows 11 - 64-Bit Edition, Windows 10 - 64-Bit Edition, RHEL x86 64-Bit, Ubuntu x86 64-Bit",AMD Ryzen AI Available when paired with a compatible Radeon graphics card with AI acceleration,"May 14, 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.newegg.com/intel-core-i5-14600kf-core-i5-14th-gen-raptor-lake-lga-1700-desktop-processor/p/N82E16819118472,202,CPU,#31 in Desktop CPU Processor,Intel,Desktop,Core i5 14th Gen,Core i5-14600KF,BX8071514600KF,LGA 1700,Raptor Lake,14-Core (6P+8E),20-Threads,Performance-core Base Frequency: 3.5 GHz Efficient-core Base Frequency: 2.6 GHz,P-core Max Turbo Frequency: Up to 5.3 GHz E-core Max Turbo Frequency: Up to 4.0 GHz,,20MB,24MB,Intel 7,64-Bit,DDR4 3200 / DDR5 5600,2,192 GB,None Integrated Graphics,,5.0 / 4.0,20,125W,Cooling device not included - Processor Only,Intel H610 / Intel H670 / Intel B660 / Intel Q670 / Intel W680 / Intel Z690 / Intel H770 / Intel B760 / Intel Z790 * BIOS update may be required when used with some old chipset motherboard,"Linux / Windows 10 (22H2, 21H2) / Windows 11 (22H2, 21H2)","Intel Gaussian & Neural Accelerator: 3.0 Intel Thread Director Intel Deep Learning Boost (Intel DL Boost) on CPU Intel Speed Shift Technology Intel Turbo Boost Technology: 2.0 Intel Hyper-Threading Technology Intel 64 Instruction Set: 64-bit Instruction Set Extensions: Intel SSE4.1, Intel SSE4.2, Intel AVX2 Idle States Enhanced Intel SpeedStep Technology Thermal Monitoring Technologies Intel Volume Management Device (VMD)","October 16, 2023",181W,Yes,,89.6 GB/s,Yes,,1S Only,"Up to 1x16+4, 2x8+4",Intel Standard Manageability (ISM) Intel Control-Flow Enforcement Technology Intel AES New Instructions Secure Key Intel OS Guard Execute Disable Bit Intel Boot Guard Mode-based Execute Control (MBEC) Intel Virtualization Technology (VT-x) Intel Virtualization Technology for Directed I/O (VT-d) Intel VT-x with Extended Page Tables (EPT),,,,,,,,,,,,,,,,,,,,
https://www.newegg.com/intel-core-i9-12900k-core-i9-12th-gen-alder-lake-lga-1700-desktop-processor/p/N82E16819118339,303,CPU,#19 in Desktop CPU Processor,Intel,Desktop,Core i9 12th Gen,Core i9-12900K,BX8071512900K,LGA 1700,Alder Lake,16-Core (8P+8E),24-Threads,P-core Base Frequency: 3.2 GHz E-core Base Frequency: 2.4 GHz,Intel Turbo Boost Max Technology 3.0 Frequency: Up to 5.2 GHz Single P-core Turbo Frequency: Up to 5.1 GHz Single E-core Turbo Frequency: Up to 3.9 GHz,,14MB,30MB,Intel 7,64-Bit,DDR4 3200 / DDR5 4800,2,128 GB,Intel UHD Graphics 770,300 MHz,5.0 / 4.0 / 3.0,20,Processor Base Power: 125W Maximum Turbo Power: 241W,Cooling device not included - Processor Only,,Windows 11,,"October 08, 2021",,Yes,Supported,76.8 GB/s,Yes,1.55 GHz,,,,,,,,,,,,,,,,,,,,,,,
https://www.newegg.com/intel-core-i9-12900kf-core-i9-12th-gen-alder-lake-lga-1700-desktop-processor/p/N82E16819118341,269,CPU,#24 in Desktop CPU Processor,Intel,Desktop,Core i9 12th Gen,Core i9-12900KF,BX8071512900KF,LGA 1700,Alder Lake,16-Core (8P+8E),24-Threads,P-core Base Frequency: 3.2 GHz E-core Base Frequency: 2.4 GHz,Intel Turbo Boost Max Technology 3.0 Frequency: Up to 5.2 GHz Single P-core Turbo Frequency: Up to 5.1 GHz Single E-core Turbo Frequency: Up to 3.9 GHz,,14MB,30MB,Intel 7,64-Bit,DDR4 3200 / DDR5 4800,2,128 GB,None Integrated Graphics,,5.0 / 4.0 / 3.0,20,Processor Base Power: 125W Maximum Turbo Power: 241W,Cooling device not included - Processor Only,,Windows 11,,"October 08, 2021",,Yes,,76.8 GB/s,Yes,,,,,,,,,,,,,,,,,,,,,,,,
https://www.newegg.com/intel-core-i7-12700kf-core-i7-12th-gen-alder-lake-lga-1700-desktop-processor/p/N82E16819118345,179,CPU,#15 in Desktop CPU Processor,Intel,Desktop,Core i7 12th Gen,Core i7-12700KF,BX8071512700KF,LGA 1700,Alder Lake,12-Core (8P+4E),20-Threads,P-core Base Frequency: 3.6 GHz E-core Base Frequency: 2.7 GHz,Intel Turbo Boost Max Technology 3.0 Frequency: Up to 5.0 GHz Single P-core Turbo Frequency: Up to 4.9 GHz Single E-core Turbo Frequency: Up to 3.8 GHz,,12MB,25MB,Intel 7,64-Bit,DDR4 3200 / DDR5 4800,2,128 GB,None Integrated Graphics,,5.0 / 4.0 / 3.0,20,Processor Base Power: 125W Maximum Turbo Power: 190W,Cooling device not included - Processor Only,,Windows 11,,"October 08, 2021",,Yes,,76.8 GB/s,Yes,,,,,,,,,,,,,,,,,,,,,,,,
https://www.newegg.com/amd-ryzen-9-7900x-ryzen-9-7000-series-raphael-zen-4-socket-am5/p/N82E16819113769,335,CPU,#11 in Desktop CPU Processor,AMD,Desktop,Ryzen 9 7000 Series,Ryzen 9 7900X,100-100000589WOF,Socket AM5,,12-Core,24-Threads,4.7 GHz,Up to 5.6 GHz,768KB,12MB,64MB,Zen 4 - TSMC 5nm FinFET,64-Bit,DDR5 5200,2,128 GB,AMD Radeon Graphics,,5.0 / 4.0 / 3.0,,170W,Cooling device not included - Processor Only,AMD A620 / AMD B650 / AMD B650E / AMD B850 / AMD X670 / AMD X670E / AMD X870 / AMD X870E,Windows 11,,"September 27, 2022",,,Supported,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.newegg.com/intel-core-i5-12600kf-core-i5-12th-gen-alder-lake-lga-1700-desktop-processor/p/N82E16819118349,147,CPU,#48 in Desktop CPU Processor,Intel,Desktop,Core i5 12th Gen,Core i5-12600KF,BX8071512600KF,LGA 1700,Alder Lake,10-Core (6P+4E),16-Threads,P-core Base Frequency: 3.7 GHz E-core Base Frequency: 2.8 GHz,Single P-core Turbo Frequency: Up to 4.9 GHz Single E-core Turbo Frequency: Up to 3.6 GHz,,9.5MB,20MB,Intel 7,64-Bit,DDR4 3200 / DDR5 4800,2,128 GB,None Integrated Graphics,,5.0 / 4.0 / 3.0,20,Processor Base Power: 125W Maximum Turbo Power: 150W,Cooling device not included - Processor Only,,Windows 11,,"October 08, 2021",,Yes,,76.8 GB/s,Yes,,,,,,,,,,,,,,,,,,,,,,,,
https://www.newegg.com/amd-ryzen-7-7800x3d-ryzen-7-7000-series-raphael-zen-4-socket-am5/p/N82E16819113793,419,CPU,#3 in Desktop CPU Processor,AMD,Desktop,Ryzen 7 7000 Series,Ryzen 7 7800X3D,100-100000910WOF,Socket AM5,,8-Core,16-Threads,4.2 GHz,Up to 5.0 GHz,512KB,8MB,96MB,Zen 4 - TSMC 5nm FinFET,64-Bit,DDR5 5200,2,,AMD Radeon Graphics,400 MHz,5.0 / 4.0 / 3.0,,120W,Cooling device not included - Processor Only,AMD A620 / AMD B650 / AMD B650E / AMD B850 / AMD X670 / AMD X670E / AMD X870 / AMD X870E,Windows 11,,"April 06, 2023",,,Supported,,,2200 MHz,,,,,,,,,,,,,,,,,,,,,,,
https://www.newegg.com/amd-ryzen-7-9800x3d-ryzen-7-9000-series-granite-ridge-zen-5-socket-am5-processor/p/N82E16819113877,472,CPU,#1 in Desktop CPU Processor,AMD,Desktop,Ryzen 7 9000 Series,Ryzen 7 9800X3D,100-100001084WOF,Socket AM5,Granite Ridge Zen 5,8-Core,16-Threads,4.7 GHz,5.2 GHz,640KB,8MB,96MB,TSMC 4nm FinFET,64-Bit,DDR5 5600 / DDR5 6000 / DDR5 6400 / DDR5 7600 / DDR5 8200 / DDR5 8400 / DDR5 8600 / DDR5 8800,2,192 GB,AMD Radeon Graphics,2200 MHz,5.0,"28, 24 (Total/Usable)",120W,Cooling device not included - Processor Only,"AMD X870E, X870, B840, B850 and existing X670/E, B650/E and A620-based motherboards, with BIOS updates","Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","AMD EXPO Technology , AMD Ryzen Technologies","November 07, 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.newegg.com/intel-core-ultra-9-285k-arrow-lake-lga-1851-processor/p/N82E16819118505,588,CPU,#16 in Desktop CPU Processor,Intel,Desktop,Core Ultra 9 (Series 2),Core Ultra 9 285K,BX80768285K,LGA 1851,Arrow Lake,24-Core (8P+16E),24-Threads,,Intel Turbo Boost Max Technology 3.0 Frequency: Up to 5.6 GHz P-core Max Turbo Frequency: Up to 5.5 GHz E-core Max Turbo Frequency: Up to 4.6 GHz,,40MB,36MB,,64-Bit,DDR5 6400,2,192 GB,Intel Graphics,,5.0 / 4.0,24,125W,Cooling device not included - Processor Only,,,,"October 10, 2024",250W,,,,,,,,,,,,,,,,,,,,,,,,,,,,
